path,label,entropy,repeat_rate
data/raw/voice_dataset/USA/female/4/synthetic_3.mp3,fake,9.985746603022925,0.005733803380280733
data/raw/voice_dataset/USA/female/4/synthetic_2.mp3,fake,9.987064273951571,0.005316518247127533
data/raw/voice_dataset/USA/female/3/original.mp3,real,9.98244374544103,0.005869708955287933
data/raw/voice_dataset/USA/female/3/synthetic_1.mp3,fake,9.990074394231327,0.0043144733645021915
data/raw/voice_dataset/USA/female/3/synthetic_3.mp3,fake,9.989064935184262,0.004702569916844368
data/raw/voice_dataset/USA/female/3/synthetic_2.mp3,fake,9.983868744760485,0.010078114457428455
data/raw/voice_dataset/USA/female/2/original.mp3,real,9.98310459982007,0.004078757483512163
data/raw/voice_dataset/USA/female/2/synthetic_1.mp3,fake,9.988731732210747,0.0035922362003475428
data/raw/voice_dataset/USA/female/2/synthetic_3.mp3,fake,9.984673178316406,0.0038090795278549194
data/raw/voice_dataset/USA/female/2/synthetic_2.mp3,fake,9.983109649862605,0.010433032177388668
data/raw/voice_dataset/USA/female/5/original.mp3,real,9.983402481207378,0.0038163240533322096
data/raw/voice_dataset/USA/female/5/synthetic_1.mp3,fake,9.988889655773006,0.0038279425352811813
data/raw/voice_dataset/USA/female/5/synthetic_3.mp3,fake,9.975802640960772,0.018186569213867188
data/raw/voice_dataset/USA/female/5/synthetic_2.mp3,fake,9.985838588070042,0.006622032728046179
data/raw/voice_dataset/UK/male/1/original.wav,real,9.985212218546415,0.00315068825148046
data/raw/voice_dataset/UK/male/1/synthetic_1.mp3,fake,9.972150878063545,0.005312129855155945
data/raw/voice_dataset/UK/male/1/synthetic_3.mp3,fake,9.976737429260957,0.008284633047878742
data/raw/voice_dataset/UK/male/1/synthetic_2.mp3,fake,9.922221650017974,0.036191828548908234
data/raw/voice_dataset/UK/male/4/original.wav,real,9.985276013213038,0.0031372085213661194
data/raw/voice_dataset/UK/male/4/synthetic_1.mp3,fake,9.970896274805993,0.0053954231552779675
data/raw/voice_dataset/UK/male/4/synthetic_3.mp3,fake,9.966500652340677,0.012911194935441017
data/raw/voice_dataset/UK/male/4/synthetic_2.mp3,fake,9.919466400677862,0.036033861339092255
data/raw/voice_dataset/UK/male/3/original.wav,real,9.984611126290211,0.0030999460723251104
data/raw/voice_dataset/UK/male/3/synthetic_1.mp3,fake,9.971260952012337,0.005204944871366024
data/raw/voice_dataset/UK/male/3/synthetic_3.mp3,fake,9.976939857999895,0.007502439897507429
data/raw/voice_dataset/UK/male/3/synthetic_2.mp3,fake,9.935616263191601,0.030404197052121162
data/raw/voice_dataset/UK/male/2/original.wav,real,9.984516378885418,0.003703431226313114
data/raw/voice_dataset/UK/male/2/synthetic_1.mp3,fake,9.97236135302763,0.007023248355835676
data/raw/voice_dataset/UK/male/2/synthetic_3.mp3,fake,9.97639728622438,0.010234811343252659
data/raw/voice_dataset/UK/male/2/synthetic_2.mp3,fake,9.927055425624784,0.032239291816949844
data/raw/voice_dataset/UK/male/5/original.wav,real,9.98578500968523,0.0036034570075571537
data/raw/voice_dataset/UK/male/5/synthetic_1.mp3,fake,9.971292019372658,0.00516602024435997
data/raw/voice_dataset/UK/male/5/synthetic_3.mp3,fake,9.981446344780677,0.007131646852940321
data/raw/voice_dataset/UK/male/5/synthetic_2.mp3,fake,9.9250252835967,0.03516586497426033
data/raw/voice_dataset/UK/female/1/original.m4a,real,9.98047750346732,0.0025137190241366625
data/raw/voice_dataset/UK/female/1/synthetic_1.mp3,fake,9.965120134054835,0.008314782753586769
data/raw/voice_dataset/UK/female/1/synthetic_3.mp3,fake,9.986048189082776,0.0027543012984097004
data/raw/voice_dataset/UK/female/1/synthetic_2.mp3,fake,9.97313500734363,0.008413824252784252
data/raw/voice_dataset/UK/female/4/original.m4a,real,9.984311641512615,0.0026186504401266575
data/raw/voice_dataset/UK/female/4/synthetic_1.mp3,fake,9.970302095228906,0.00828353688120842
data/raw/voice_dataset/UK/female/4/synthetic_3.mp3,fake,9.98775600221016,0.002312172669917345
data/raw/voice_dataset/UK/female/4/synthetic_2.mp3,fake,9.980261071034706,0.006806432269513607
data/raw/voice_dataset/UK/female/3/original.m4a,real,9.983001340759731,0.0027806200087070465
data/raw/voice_dataset/UK/female/3/synthetic_1.mp3,fake,9.969398222558608,0.008276443928480148
data/raw/voice_dataset/UK/female/3/synthetic_3.mp3,fake,9.985518983801796,0.0030741076916456223
data/raw/voice_dataset/UK/female/3/synthetic_2.mp3,fake,9.978377372624415,0.007510486990213394
data/raw/voice_dataset/UK/female/2/original.m4a,real,9.982206518300831,0.0029772163834422827
data/raw/voice_dataset/UK/female/2/synthetic_1.mp3,fake,9.967918169445689,0.00793880969285965
data/raw/voice_dataset/UK/female/2/synthetic_3.mp3,fake,9.98557379953392,0.003045471617951989
data/raw/voice_dataset/UK/female/2/synthetic_2.mp3,fake,9.978119000090718,0.008341129869222641
data/raw/voice_dataset/UK/female/5/original.m4a,real,9.98470493281438,0.0027781387325376272
data/raw/voice_dataset/UK/female/5/synthetic_1.mp3,fake,9.967072554871496,0.009216610342264175
data/raw/voice_dataset/UK/female/5/synthetic_3.mp3,fake,9.987411478734199,0.0024662925861775875
data/raw/voice_dataset/UK/female/5/synthetic_2.mp3,fake,9.977291888694776,0.0073812296614050865
